FLAG_NM,FCLTY_NM,RDNMADR_NM,CTPRVN_CD,SIGNGU_CD,FCLTY_LO,FCLTY_LA,AREA_NM,HMPG_URL,TEL_NO,BASE_DE
와인바,카페나무,경기 안산시 단원구 광덕2로 164-12 금바다빌딩,41,41270,126.828294,37.308732,경기도,blog.naver.com/namoo4949,031-414-0263,2021-12-31
와인바,위드유,경기 안산시 단원구 광덕3로 167-12 그린타운,41,41270,126.832337,37.312088,경기도,blog.kbmyshop.com/%EC%9C%84%EB%93%9C%EC%9C%A0,031-485-5252,2021-12-31
와인바,사운드뱅,경기 안산시 단원구 광덕대로 141 밀레니엄2 B동 1층 116호,41,41270,126.828932,37.309072,경기도,http://soundvin.modoo.at/,031-410-1080,2021-12-31
와인바,뮤트라운지,경기 안산시 단원구 광덕대로 155 1층 뮤트라운지,41,41270,126.829067,37.310533,경기도,http://instagram.com/mute_lounge,010-5313-5660,2021-12-31
와인바,비스트로402,경기 안산시 단원구 광덕대로 155 퍼스트빌 1층 116호 비스트로402,41,41270,126.829067,37.310533,경기도,,010-2340-8391,2021-12-31
와인바,오늘와인한잔 안산고잔점,경기 안산시 단원구 광덕대로 174 월드타운 A동 134호,41,41270,126.830928,37.312029,경기도,,031-405-0221,2021-12-31
와인바,102호,경기 안산시 단원구 광덕서로 100,41,41270,126.827678,37.313556,경기도,ww.instagram.com/102_x_wine,010-9909-8383,2021-12-31
와인바,스월링라운지,경기 안산시 단원구 광덕서로 106,41,41270,126.827757,37.314286,경기도,,010-6522-3936,2021-12-31
와인바,Table 8,경기 안산시 단원구 광덕서로 62,41,41270,126.827414,37.310228,경기도,table8.modoo.at/,010-5025-5526,2021-12-31
와인바,그릴룸,경기 안산시 단원구 당곡로 33 안산프라움씨티오피스텔 1층 127호,41,41270,126.833147,37.32026,경기도,m.blog.naver.com/grillroom_ansan,070-4144-7447,2021-12-31
와인바,와인주는횟집,경기 안산시 단원구 대부황금로 150,41,41270,126.645489,37.205115,경기도,,010-3488-5360,2021-12-31
와인바,그린영농조합,경기 안산시 단원구 뻐꾹산길 107,41,41270,126.582362,37.257412,경기도,www.grandcoteau.co.kr/,032-886-9873,2021-12-31
와인바,벨라플레이스,경기 안산시 단원구 신기로1길 10 1층 103  104호,41,41270,126.812376,37.319594,경기도,,031-493-3303,2021-12-31
와인바,뽁식당,경기 안산시 상록구 광덕1로 358 에이스프라자,41,41270,126.850426,37.307273,경기도,,010-2334-8345,2021-12-31
와인바,JinHall,경기 안산시 상록구 석호로 43 굿모닝오피스텔,41,41270,126.847917,37.307627,경기도,,010-6670-1377,2021-12-31
와인바,데이앤나잇,경기 안산시 상록구 조구나리 1길 55-1,41,41270,126.843235,37.31206,경기도,http://thehappyplace.co.kr/,070-5055-3561,2021-12-31
와인바,크리스펍,경기 안양시 동안구 갈산로2번길 7 1층,41,41173,126.963594,37.372799,경기도,http://www.facebook.com/chris.kang2,010-4258-6691,2021-12-31
와인바,옥희와인 파티플레이스,경기 안양시 동안구 관평로170번길 43 훼미리타운 203호,41,41173,126.963154,37.39333,경기도,blog.naver.com/okheewine/221026692984,010-3353-3925,2021-12-31
와인바,더뷰 평촌,경기 안양시 동안구 관평로176번길 10,41,41173,126.961129,37.392745,경기도,theviewlounge.modoo.at/,031-383-3507,2021-12-31
와인바,아이디얼펍타파스라운지,경기 안양시 동안구 관평로182번길 43 삼일프라자빌딩 207호,41,41173,126.962478,37.394036,경기도,www.facebook.com/idealpub2015,031-388-5109,2021-12-31
와인바,콩볶는 아리,경기 안양시 동안구 동편로183번길 20,41,41173,126.970467,37.406901,경기도,,031-426-4656,2021-12-31
와인바,brooklyn cafe&wine,경기 안양시 동안구 동편로20번길 28,41,41173,126.972487,37.405405,경기도,,010-8575-6312,2021-12-31
와인바,힉컵,경기 안양시 동안구 동편로27번길 7 센터빌딩 104호,41,41173,126.972107,37.406717,경기도,hiccup.modoo.at/,031-422-6411,2021-12-31
와인바,케빈스캐빈,경기 안양시 동안구 시민대로 187 안양건설타워 209호,41,41173,126.951667,37.391778,경기도,,031-381-2806,2021-12-31
와인바,오늘와인한잔 범계점,경기 안양시 동안구 시민대로 214 다운타운빌딩 105호,41,41173,126.954793,37.391932,경기도,,031-385-2323,2021-12-31
와인바,양술이,경기 안양시 동안구 시민대로 272 2층 양술이,41,41173,126.960772,37.394021,경기도,,031-436-9292,2021-12-31
와인바,옥희 와인 캐주얼 와인바,경기 안양시 동안구 시민대로 311 금강스마트빌딩 103호,41,41173,126.96508,37.396177,강원,http://okheewine.com/,070-8292-3925,2021-12-31
와인바,옥희와인 캐주얼와인바,경기 안양시 동안구 시민대로 311 금강스마트빌딩 103호,41,41173,126.96508,37.396177,경기도,okheewine.com/,070-8292-3925,2021-12-31
와인바,테이블아레테,경기 안양시 동안구 시민대로 401 대륭 테크노타운 15차 214호,41,41173,126.974757,37.397099,경기도,tablea.fordining.kr/,031-8040-2995,2021-12-31
와인바,소울레인,경기 안양시 동안구 평촌대로 107 흥일빌딩 B106호,41,41173,126.960414,37.381575,경기도,http://www.instagram.com/soulrain.live,010-5445-3754,2021-12-31
와인바,멜랑말랑 범계점,경기 안양시 동안구 평촌대로217번길 25 지하1층,41,41173,126.954452,37.390451,경기도,www.mellangmallang.com,031-386-3399,2021-12-31
와인바,에잇피스,경기 안양시 동안구 평촌대로223번길 25 성보빌딩 4층 402호,41,41173,126.954346,37.39082,경기도,www.facebook.com/bar8piece,031-383-4923,2021-12-31
와인바,클라비스,경기 안양시 동안구 평촌대로223번길 28,41,41173,126.954014,37.391141,경기도,http://clavis.modoo.at/,031-383-3997,2021-12-31
와인바,사니스펍앤그릴,경기 안양시 동안구 평촌대로223번길 28 에이스프라자 406호 사니스펍앤그릴,41,41173,126.954014,37.391141,경기도,www.instagram.com/sanisgrill/,031-388-4292,2021-12-31
와인바,파스타론도,경기 안양시 동안구 평촌대로223번길 49 아트타워빌딩,41,41173,126.953065,37.390367,경기도,,031-388-4737,2021-12-31
와인바,레드코르크,경기 안양시 동안구 평촌대로223번길 49 아트타워빌딩 지하2층,41,41173,126.953065,37.390367,경기도,,031-386-3690,2021-12-31
와인바,와인앤구르메,경기 안양시 동안구 평촌대로427번길 60-34,41,41173,126.948561,37.410394,경기도,www.instagram.com/wine_n_gourmet,010-6793-6893,2021-12-31
와인바,올라쿠치나,경기 안양시 동안구 평촌대로476번길 13-6,41,41173,126.952205,37.413994,경기도,olacucina.modoo.at/,031-383-7711,2021-12-31
와인바,타샤,경기 안양시 동안구 평촌대로476번길 83,41,41173,126.951166,37.413967,경기도,1tasha.modoo.at/,031-385-6005,2021-12-31
와인바,COO,경기 안양시 만안구 예술공원로 153-46,41,41171,126.924457,37.419755,경기도,www.facebook.com/profile.php?id=100005089683562,010-4082-5301,2021-12-31
와인바,오늘와인한잔 안양일번가점,경기 안양시 만안구 장내로149번길 8,41,41171,126.923968,37.398675,경기도,,,2021-12-31
와인바,필모어스트릿,경기 안양시 만안구 태평로52번길 21 GS수퍼마켓 상가동 3층 320호,41,41171,126.930495,37.39558,경기도,www.instagram.com/fillmore_street,010-2607-2784,2021-12-31
와인바,필모어스트릿,경기 안양시 만안구 태평로62번길 21 GS수퍼마켓 상가동 3층 320호,41,41171,126.932351,37.386587,경기도,https://www.instagram.com/fillmore_street,010-2607-2784,2021-12-31
와인바,단궁,경기 양주시 백석읍 권율로 875,41,41630,126.958899,37.776042,경기도,www.dangung.com/,031-871-3700,2021-12-31
와인바,카페 휘바,경기 양주시 장흥면 호국로550번길 111,41,41630,126.980867,37.716191,경기도,blog.naver.com/cafehyvaa,031-877-5122,2021-12-31
와인바,숑스바베큐,경기 양평군 강하면 강남로 520,41,41830,127.442253,37.504069,경기도,blog.naver.com/phsuk218,031-774-9180,2021-12-31
와인바,몽마르뜨카페,경기 양평군 서종면 북한강로 976-12,41,41830,127.354494,37.623652,경기도,montmartre.modoo.at/,031-771-7905,2021-12-31
와인바,셀라비,경기 양평군 서종면 북한강로 992,41,41830,127.355222,37.62471,경기도,,031-771-7048,2021-12-31
와인바,브리사,경기 양평군 서종면 중미산로 439,41,41830,127.390132,37.605829,경기도,www.instagram.com/bistrobrisa,031-771-4390,2021-12-31
와인바,엔로제,경기 양평군 서종면 화서로 32,41,41830,127.382989,37.645096,경기도,,031-774-6398,2021-12-31
와인바,알로하오에,경기 양평군 양서면 양수로138번길 51,41,41830,127.322316,37.548044,경기도,alohaoe3409.modoo.at,031-771-5373,2021-12-31
와인바,하프문,경기 양평군 양평읍 양근로 167,41,41830,127.489099,37.491161,경기도,,031-771-8881,2021-12-31
와인바,미스로스웰,경기 양평균 양평읍 백안길 37 1층,41,41830,127.487602,37.491695,경기도,http://www.instagram.com/miss_roswell,031-771-7535,2021-12-31
와인바,핏제리아다루카,경기 오산시 세마역로19번길 45,41,41370,127.04357,37.184317,경기도,,031-375-7376,2021-12-31
와인바,비스트로74-5,경기 오산시 외삼미로 104-8 소나무향기,41,41370,127.060867,37.194458,경기도,blog.naver.com/dhkswls84,031-378-9254,2021-12-31
와인바,ZEN BAR,경기 용인시 기흥구 구갈로72번길 10-1,41,41463,127.112462,37.280397,경기도,,031-283-6139,2021-12-31
와인바,메이란,경기 용인시 기흥구 동백죽전대로527번길 98-4,41,41463,127.14415,37.281288,경기도,meilan1.modoo.at/,031-274-4288,2021-12-31
와인바,와인포차6964,경기 용인시 기흥구 마북로 182 교동마을 엘지자이,41,41463,127.126006,37.304637,경기도,https://6964winepocha.modoo.at,031-283-5956,2021-12-31
와인바,오늘와인한잔 정자역점,경기 용인시 기흥구 마북로 182 교동마을 엘지자이,41,41463,127.126006,37.304637,경기도,6964winepocha.modoo.at,031-283-5956,2021-12-31
와인바,여시관,경기 용인시 기흥구 마북로247번길 28 백성농장 내 여시관,41,41463,127.132299,37.312622,경기도,yeosigwan.com/,031-286-2288,2021-12-31
와인바,오스트,경기 용인시 기흥구 죽전로15번길 15-14,41,41463,127.109456,37.322085,경기도,www.instagram.com/ost_wine_bistro,031-261-8225,2021-12-31
와인바,카레클린트 분당 용인점,경기 용인시 기흥구 죽전로15번길 15-15,41,41463,127.109188,37.32184,경기도,kaareklint.blog.me/,070-5014-0986,2021-12-31
와인바,갠지스보정점,경기 용인시 기흥구 죽전로15번길 7-15,41,41463,127.109252,37.321156,경기도,blog.naver.com/daeyo_2001,031-889-3434,2021-12-31
와인바,오늘와인한잔 용인보정동점,경기 용인시 기흥구 죽전로15번길 7-9,41,41463,127.109545,37.321167,경기도,,031-889-7357,2021-12-31
와인바,비니에올리,경기 용인시 기흥구 죽전로15번길 8-1 1층 비니에올리,41,41463,127.110209,37.321379,경기도,instagram.com/vini_e_olii,031-889-4932,2021-12-31
와인바,VASO,경기 용인시 기흥구 지삼로98번길 47,41,41463,127.127189,37.252068,경기도,www.vaso.co.kr/,031-287-1404,2021-12-31
와인바,레트로 카페 33,경기 용인시 기흥구 흥덕2로65번길 16-8 1층,41,41463,127.072467,37.273701,경기도,www.instagram.com/33mirim,010-8008-8358,2021-12-31
와인바,NURIDA,경기 용인시 수지구 고기로139번길 38,41,41465,127.085337,37.346834,경기도,https://www.instagram.com/nurida_coffeebar,031-265-3858,2021-12-31
와인바,애나의정원,경기 용인시 수지구 성복2로 339,41,41465,127.050924,37.319107,경기도,annasgarden.co.kr/,031-261-8192,2021-12-31
와인바,퍼플독 와인 플레이스 롯데몰수지점,경기 용인시 수지구 성복2로 38 롯데몰 수지점 4층,41,41465,127.081666,37.312799,경기도,purpledog.co.kr/place,010-5024-4422,2021-12-31
와인바,라니스 화덕피자,경기 용인시 수지구 신봉1로 337,41,41465,127.052555,37.332979,경기도,,050-7416-8490,2021-12-31
와인바,세컨플로어,경기 용인시 수지구 신봉1로330번길 7,41,41465,127.053505,37.333671,경기도,,031-266-6589,2021-12-31
와인바,그란데,경기 용인시 수지구 죽전로 150-1 단대프라자2 4층,41,41465,127.124668,37.323749,경기도,www.instagram.com/kimdonggyeom7834/,031-889-7692,2021-12-31
와인바,와인숍 신세계백화점 경기점,경기 용인시 수지구 포은대로 536 신세계백화점경기점 B1층,41,41465,127.108112,37.325031,경기도,,031-695-1567,2021-12-31
와인바,SongBird,경기 용인시 처인구 금령로 64 아이렉스타워 110~111호,41,41461,127.203653,37.234639,경기도,http://instagram.com/yongin_songbird,010-4942-1198,2021-12-31
와인바,코델리아,경기 용인시 처인구 금령로 86 용인CGV 12층 코델리아 레스토랑,41,41461,127.205902,37.235122,경기도,www.instagram.com/cordelia____,031-334-2766,2021-12-31
와인바,루나리치 용인명지대점,경기 용인시 처인구 명지로 217,41,41461,127.198927,37.226497,경기도,luna1063.modoo.at,031-333-1063,2021-12-31
와인바,알데스코,경기 용인시 처인구 명지로60번길 33-17,41,41461,127.186928,37.229443,경기도,https://www.instagram.com/al_desko/,010-8544-5691,2021-12-31
와인바,와인B,경기 용인시 처인구 모현읍 백옥대로 2256,41,41461,127.245129,37.32584,경기도,blog.naver.com/hm6220,070-8840-2354,2021-12-31
와인바,1686 Lounge,경기 용인시 처인구 모현읍 포은대로 1268,41,41461,127.182674,37.339419,경기도,https://www.instagram.com/1686lounge/,031-336-5313,2021-12-31
와인바,우리동네와인포차,경기 의왕시 계원대학로 10 대림프라자 2층,41,41430,126.973765,37.379583,경기도,,031-426-8026,2021-12-31
와인바,데일리와인 안양판교점,경기 의왕시 안양판교로 101 1층 데일리와인,41,41430,126.985317,37.395442,경기도,dailywine.kr/,031-426-6970,2021-12-31
와인바,올라 백운호수2호점,경기 의왕시 의일로 25,41,41430,127.006195,37.374354,경기도,www.ola.kr/,031-426-1008,2021-12-31
와인바,Vin De Table,경기 의정부시 경의로75번길 60,41,41150,127.043927,37.735875,경기도,blog.naver.com/vin_de_table,031-878-2589,2021-12-31
와인바,카페 아를,경기 의정부시 동일로 204 카페 아를,41,41150,127.058315,37.707068,경기도,www.instagram.com/79cafearles,031-837-1717,2021-12-31
와인바,Letter212,경기 의정부시 시민로 132번길 31,41,41150,127.049989,37.736483,경기도,http://www.instagram.com/letter212,010-3551-5221,2021-12-31
와인바,와인합니다,경기 의정부시 오목로205번길 61 로데오프라자 2층,41,41150,127.095471,37.745995,경기도,www.instagram.com/winehapnida,031-852-7760,2021-12-31
와인바,로얄바,경기 의정부시 오목로225번길 115 3층,41,41150,127.094609,37.745934,경기도,http://www.instagram.com/royalbar_xoxo/,031-853-7766,2021-12-31
와인바,La vie BAR,경기 의정부시 오목로225번길 177 폴리프라자 3차 503호,41,41150,127.097178,37.744575,경기도,,031-853-1349,2021-12-31
와인바,피자 쏘렌토 민락점,경기 의정부시 용민로122번길 8,41,41150,127.090927,37.73986,경기도,,070-4312-8088,2021-12-31
와인바,매드포갈릭 신세계백화점 의정부점,경기 의정부시 평화로 525 신세계백화점의정부점 9F,41,41150,127.045836,37.73744,경기도,www.madforgarlic.com/,031-8082-0912,2021-12-31
와인바,LOOKK,경기 의정부시 평화로483번길 25 우측상가 101호,41,41150,127.047405,37.734525,경기도,http://www.instagram.com/lookk_cafe,010-6292-5382,2021-12-31
와인바,원포인트,경기 의정부시 행복로 4,41,41150,127.048331,37.739226,경기도,,031-856-5565,2021-12-31
와인바,로마네꽁띠,경기 이천시 부발읍 경충대로 2096-15,41,41500,127.490387,37.25262,경기도,,031-636-4420,2021-12-31
와인바,Celeb de Wine,경기 이천시 서희로 59 2층,41,41500,127.442731,37.280979,경기도,http://blog.naver.com/celebdewine,070-7793-3737,2021-12-31
와인바,빛당,경기 이천시 중리천로 54 2층,41,41500,127.443675,37.279911,경기도,instagram.com/restaurant.bitdam?igshid=1op2sen5vkskv,010-3318-2610,2021-12-31
와인바,샤브홀리운정점,경기 파주시 가람로 39 JK메디칼빌딩 3층,41,41480,126.754491,37.734361,경기도,shabuholieunjung.modoo.at/,031-944-4969,2021-12-31
와인바,린칸토,경기 파주시 가람로21번길 25-5,41,41480,126.751985,37.735011,경기도,,031-949-3031,2021-12-31
와인바,코드박스,경기 파주시 동패로 67 1층,41,41480,126.737709,37.709153,경기도,http://www.instagram.com/code_box_,010-7733-4025,2021-12-31
와인바,카페 알레프,경기 파주시 산내로 102 1층,41,41480,126.738137,37.727394,경기도,www.instagram.com/cafe.aleph/,031-943-3119,2021-12-31
와인바,파파살롱,경기 파주시 책향기로 423 두손비채 127호,41,41480,126.718929,37.724925,경기도,www.instagram.com/papasalon,031-947-8846,2021-12-31
와인바,카페 내 옆에 있는 사람,경기 파주시 큰새꽃길 1-6,41,41480,126.768207,37.758328,경기도,www.instagram.com/naesaram__by__j.__,010-8923-2113,2021-12-31
와인바,흔적,경기 파주시 탄현면 새오리로 59-20,41,41480,126.68522,37.789524,경기도,www.choiyunahjcafe.com/,031-948-8585,2021-12-31
와인바,아다마스253,경기 파주시 탄현면 헤이리마을길 47,41,41480,126.698,37.787765,경기도,www.instagram.com/cafe_adamas253,031-949-1296,2021-12-31
와인바,식물감각,경기 파주시 탄현면 헤이리마을길 48-8 식물감각,41,41480,126.69878,37.787314,경기도,www.green-sense.co.kr,031-957-3123,2021-12-31
와인바,블라인드레스토랑,경기 파주시 하우2길 57,41,41480,126.767054,37.717726,경기도,www.blindrest.com/,070-7519-2182,2021-12-31
와인바,올라 펠리체,경기 평택시 비전2로 195 티에스원 124호,41,41220,127.111783,37.00139,경기도,instagram.com/,031-656-2533,2021-12-31
와인바,훈훈,경기 평택시 비전9길 31 101호,41,41220,127.110526,37.003183,경기도,,010-8411-0829,2021-12-31
와인바,그레이프바인,경기 평택시 신장로 47-3,41,41220,127.049553,37.079684,경기도,,031-662-0071,2021-12-31
와인바,퍼핀,경기 평택시 팽성읍 안정쇼핑로 3,41,41220,127.043317,36.959109,경기도,,031-658-2965,2021-12-31
와인바,더키친델비노,경기 평택시 평택2로10번길 34 로데오스타빌딩 2층,41,41220,127.089177,36.992009,경기도,cafe.naver.com/delvino,031-658-2323,2021-12-31
와인바,매드포갈릭 평택AK플라자점,경기 평택시 평택로 51 AK플라자 평택점 7층,41,41220,127.085881,36.989587,경기도,www.madforgarlic.com/,031-646-6107,2021-12-31
와인바,몬테비안코,경기 평택시 포승읍 평택항만길 73 마린센터 15층,41,41220,126.847929,36.957941,경기도,www.montebianco.co.kr/,031-8053-7777,2021-12-31
와인바,팜스토리,경기 포천시 소흘읍 광릉수목원로 666,41,41650,127.163532,37.771987,경기도,,010-3304-6689,2021-12-31
와인바,갈비1987,경기 포천시 이동면 화동로 2065-1,41,41650,127.366247,38.032166,경기도,kalbi1987.modoo.at,031-532-3077,2021-12-31
와인바,르파르크커피,경기 하남시 대청로 26 하남리빙텔,41,41450,127.215089,37.540451,경기도,,031-792-7760,2021-12-31
와인바,피플스카페&비스트로,경기 하남시 덕풍북로251번길 35 덕풍동808 피플스카페,41,41450,127.210974,37.548578,경기도,,070-8880-0155,2021-12-31
와인바,드까르멜릿,경기 하남시 동남로524번길 24,41,41450,127.14638,37.520557,경기도,www.드까르멜릿.com,02-484-8260,2021-12-31
와인바,오늘와인한잔 하남미사점,경기 하남시 아리수로 570,41,41450,127.190407,37.56682,경기도,,031-699-9459,2021-12-31
와인바,쉐진,경기 화성시 노작로4길 37,41,41450,127.076271,37.198517,경기도,www.chezjin.com/,031-613-9079,2021-12-31
와인바,프레스비,경기 화성시 동탄공원로3길 10-12,41,41450,127.061232,37.206788,경기도,blog.naver.com/press_b,010-9470-0860,2021-12-31
와인바,타블도트 동탄카림애비뉴점,경기 화성시 동탄대로시범길 134 1층 1016호  1017호,41,41450,127.113877,37.199047,경기도,,070-4118-0611,2021-12-31
와인바,매드포갈릭 동탄센터포인트몰점,경기 화성시 동탄중앙로 220 메타폴리스 A블록 4층 401호,41,41450,127.068623,37.204918,경기도,www.madforgarlic.com/,031-8015-3971,2021-12-31
와인바,도란도란,경기 화성시 동탄지성로 163,41,41450,127.057616,37.210372,경기도,dorn.modoo.at,031-225-4295,2021-12-31
와인바,고리와인샵 동탄점,경기 화성시 동탄치동천로2길 9 101호,41,41450,127.125249,37.203394,경기도,cafe.naver.com/gori2,031-376-0690,2021-12-31
와인바,오르토 그릴,경기 화성시 봉담읍 쇠틀길 59-21,41,41450,126.975742,37.203106,경기도,blog.naver.com/ortogrill,031-222-9632,2021-12-31
와인바,LYON,경기 화성시 봉담읍 오래4길 3-1,41,41450,126.954669,37.220799,경기도,www.instagram.com/lyon_han_,031-291-9878,2021-12-31
와인바,올리앤 동탄2신도시점,경기 화성시 지산1길 26-5,41,41450,127.112061,37.20882,경기도,all3736016.modoo.at,031-373-6016,2021-12-31
와인바,다락,경기 화성시 향남읍 발안양감로 193 에코프라자 303호,41,41450,126.91154,37.116164,경기도,http://www.instagram.com/daraaaaak,031-353-4368,2021-12-31
와인바,삐에노스터피드,경기 화성시 향남읍 한절이1길 13 1층 삐에노스터피드,41,41450,126.914585,37.117237,경기도,blog.naver.com/kenox84,031-366-2255,2021-12-31
와인바,두룽회관,경남 거제시 거제중앙로 1930-10 115호,48,48310,128.623043,34.890206,경상남도,www.instagram.com/duroong.eee,010-2721-8366,2021-12-31
와인바,루팡1874 라운지&펍,경남 거제시 아주1로2길 25 가야빌딩 201호,48,48310,128.689477,34.86705,경상남도,http://www.facebook.com/lupin1874,055-682-0703,2021-12-31
와인바,루팡1874 라운지&바,경남 거제시 아주1로2길 25 가야빌딩 201호,48,48310,128.689477,34.86705,경상남도,www.facebook.com/lupin1874,055-682-0703,2021-12-31
와인바,비바체 레스토랑,경남 거제시 옥포성안로 30,48,48310,128.694125,34.889055,경상남도,facebook.com/vivaceokpo/,055-688-2015,2021-12-31
와인바,인간미,경남 거제시 옥포성안로 77 동명빌딩 6층,48,48310,128.694599,34.89337,경상남도,www.instagram.com/welcome_in.gan.mi,055-688-2500,2021-12-31
와인바,섬타임,경남 거제시 일운면 소동6길 17-2,48,48310,128.700802,34.843051,경상남도,,055-682-6828,2021-12-31
와인바,루즈앤와이닝,경남 김해시 경원로55번길 38 블루시티트리가O/T 상가109호,48,48250,128.865749,35.240526,경상남도,,010-6656-5859,2021-12-31
와인바,Marjorie,경남 김해시 경원로73번길 9,48,48250,128.868026,35.237715,경상남도,www.instagram.com/cafemarjorie,055-321-6777,2021-12-31
와인바,노팅힐 펍&라운지,경남 김해시 김해대로 2360 아이스퀘어호텔 지상5층 노팅힐,48,48250,128.885082,35.226036,경상남도,http://www.instagram.com/pub.nottinghill,055-344-7078,2021-12-31
와인바,모던브릭,경남 김해시 김해대로2325번길 44,48,48250,128.880503,35.230251,경상남도,www.instagram.com/pubcafe_modernbrick,010-4032-2072,2021-12-31
와인바,브로하,경남 김해시 내외중앙로 41 신우플러스원 2층,48,48250,128.866138,35.233753,경상남도,broha.modoo.at/,070-8826-2001,2021-12-31
와인바,우동한그릇,경남 김해시 분성로 287-6,48,48250,128.877612,35.233148,경상남도,m.blog.naver.com/lkd0486/221050047786,055-322-8838,2021-12-31
와인바,데판킹 스테이크하우스,경남 김해시 율하카페길 81-15 1층,48,48250,128.813253,35.176764,경상남도,,055-322-5157,2021-12-31
와인바,BAR 36.7,경남 김해시 진영읍 김해대로335번길 8,48,48250,128.726767,35.307612,경상남도,,010-6491-4151,2021-12-31
와인바,다래와인갤러리,경남 사천시 곤명면 경서대로 3552,48,48270,127.988178,35.138956,경상남도,,055-854-5800,2021-12-31
와인바,디들리밥사천점,경남 사천시 사천읍 평화1길 9,48,48240,128.087529,35.081683,경상남도,www.instagram.com/dibop4k,055-852-2882,2021-12-31
와인바,블랑코,경남 양산시 물금읍 백호2길 97-5 1층,48,48330,128.998749,35.320382,경상남도,www.instagram.com/ee_blanco,010-9977-9946,2021-12-31
와인바,그라찌에,경남 양산시 물금읍 백호로 36 1층,48,48330,128.999572,35.32024,경상남도,www.instagram.com/grazie_0330,055-372-5520,2021-12-31
와인바,와인이모션,경남 양산시 물금읍 백호로 38-1 1층,48,48330,128.999757,35.320094,경상남도,www.instagram.com/wine_emotion_,055-362-0704,2021-12-31
와인바,TCW 양산와인바&와인샵,경남 양산시 물금읍 화합3길 6-12 1층,48,48330,129.009314,35.329821,경상남도,http://violsjtcw.modoo.at,010-5488-4538,2021-12-31
와인바,라떼와와인의 만남,경남 양산시 신명동1길 40,48,48330,129.169541,35.408741,경상남도,,055-367-5323,2021-12-31
와인바,사건의장소,경남 진주시 가좌길 14 지하 1층,48,48720,128.106279,35.156235,경상남도,http://www.instagram.com/seinzumangst/,010-9070-6094,2021-12-31
와인바,사운드가든,경남 진주시 가좌길 18-1,48,48720,128.105621,35.156407,경상남도,http://instagram.com/soundgardenbar,010-6478-2248,2021-12-31
와인바,라운지45,경남 진주시 남강로 509-1,48,48170,128.073957,35.183393,경상남도,http://www.lounge45.com/,055-741-3388,2021-12-31
와인바,송원오리가든,경남 진주시 내동면 순환로 374 내동우체국 옆,48,48170,128.070116,35.160048,경상남도,,055-759-5756,2021-12-31
와인바,ADVERTIST,경남 진주시 대신로334번길 18,48,48170,128.118721,35.190082,경상남도,,055-761-1977,2021-12-31
와인바,table9,경남 진주시 비봉로23번길 17,48,48170,128.079587,35.192124,경상남도,blog.naver.com/cafe_table9,055-746-7014,2021-12-31
와인바,어썜비,경남 진주시 새들말로 56-6 1층,48,48170,128.060254,35.167643,경상남도,,010-5809-2253,2021-12-31
와인바,공간강,경남 진주시 새들말로 56-8,48,48170,128.060319,35.167544,경상남도,,070-8199-8530,2021-12-31
와인바,미네르바의 부엉이,경남 진주시 새들말로 76-7,48,48170,128.062231,35.168913,경상남도,http://minereu.cityfood.co.kr,055-741-8854,2021-12-31
와인바,베를린,경남 진주시 신평공원길11번길 12-13,48,48170,128.065208,35.171643,경상남도,,055-748-0313,2021-12-31
와인바,등나무집,경남 진주시 신평공원길39번길 18,48,48170,128.065977,35.172986,경상남도,,055-746-1221,2021-12-31
와인바,와인나라아울렛 진주신안점,경남 진주시 진양호로 337,48,48170,128.067138,35.182964,경상남도,www.winenara.com/,055-743-9143,2021-12-31
와인바,취연 진주경상대점,경남 진주시 진주대로 526,48,48170,128.10655,35.153531,경상남도,www.moodcafe.co.kr/,055-753-3517,2021-12-31
와인바,살롱드인사,경남 진주시 창렬로 12 살롱드인사,48,48170,128.072964,35.190596,경상남도,www.instagram.com/salon_de_insa/,055-747-7715,2021-12-31
와인바,핑크보틀 펍 & 라운지바,경남 진주시 평거로 7 2층,48,48170,128.062529,35.171825,경상남도,http://www.facebook.com/pingbobar/,055-748-3580,2021-12-31
와인바,고기와와인,경남 진주시 평거로26번길 9-4,48,48170,128.065088,35.172499,경상남도,instagram.com/go___wa,055-742-9289,2021-12-31
와인바,우동한그릇,경남 창원시 마산합포구 가포로 706 우동한그릇,48,48125,128.573984,35.139283,경상남도,,055-221-7227,2021-12-31
와인바,풍미절가,경남 창원시 마산합포구 월영남18길 68 세븐일레븐 위층,48,48125,128.560612,35.176809,경상남도,instagram.com/pungmijeolga/,070-4045-1015,2021-12-31
와인바,보나베띠 마산점,경남 창원시 마산합포구 해안대로 396 세진빌딩,48,48125,128.582363,35.204722,경상남도,,055-242-0099,2021-12-31
와인바,피쪠리아 다젠나,경남 창원시 마산회원구 3·15대로 728 마산요리학원,48,48127,128.581857,35.236941,경상남도,www.facebook.com/dagenna00,055-256-5545,2021-12-31
와인바,양덕테라스,경남 창원시 마산회원구 봉양로 5 송림한의원 3층,48,48127,128.587732,35.221372,경상남도,,055-295-3927,2021-12-31
와인바,스테이크하우스 비토로,경남 창원시 성산구 마디미로21번길 4 아이죤빌딩,48,48120,128.684865,35.221989,경상남도,,055-264-3663,2021-12-31
와인바,드비노,경남 창원시 성산구 마디미로31번길 1 동진빌딩,48,48120,128.684192,35.22165,경상남도,www.instagram.com/wine.devino,055-282-2727,2021-12-31
